Expected_Return_%,Portfolio_Vol_%,Sharpe_Ratio,MaxDrawdown_%,Total_Invested_INR,Cash_Reserve_INR,Capital_INR,N_Stocks
15.92,18.64,0.5321,-32.98,980928.61,19071.39,1000000,8
