Date,Adj Close,Close,High,Low,Open,Volume
2021-01-01,2195.604248046875,2387.550048828125,2404.0,2382.0,2395.39990234375,830096
2021-01-04,2231.422119140625,2426.5,2430.0,2400.699951171875,2405.0,1614486
2021-01-05,2253.5390625,2450.550048828125,2456.949951171875,2405.0,2405.0,2356303
2021-01-06,2222.962158203125,2417.300048828125,2450.0,2401.60009765625,2445.800048828125,1641627
2021-01-07,2178.40771484375,2368.85009765625,2432.699951171875,2365.0,2432.0,2403881
2021-01-08,2198.9599609375,2391.199951171875,2400.0,2360.800048828125,2390.0,2797948
2021-01-11,2233.814208984375,2429.10009765625,2441.949951171875,2402.10009765625,2425.0,2787672
2021-01-12,2184.89013671875,2375.89990234375,2433.10009765625,2372.0,2429.800048828125,2036708
2021-01-13,2181.625732421875,2372.35009765625,2398.0,2364.60009765625,2381.89990234375,1702740
2021-01-14,2205.719482421875,2398.550048828125,2406.0,2351.14990234375,2366.0,2120413
2021-01-15,2162.130126953125,2351.14990234375,2407.0,2342.800048828125,2392.5,2042957
2021-01-18,2145.07177734375,2332.60009765625,2374.5,2320.64990234375,2374.5,1733797
2021-01-19,2173.165771484375,2363.14990234375,2382.10009765625,2323.25,2342.0,1495269
2021-01-20,2166.544189453125,2355.949951171875,2373.949951171875,2346.300048828125,2357.0,1380562
2021-01-21,2177.3037109375,2367.64990234375,2399.89990234375,2350.0,2376.0,1521133
2021-01-22,2215.651611328125,2409.35009765625,2422.0,2357.0,2359.0,2548089
2021-01-25,2206.685791015625,2399.60009765625,2432.35009765625,2385.0,2420.0,2124424
2021-01-27,2199.052734375,2391.300048828125,2425.0,2335.0,2425.0,2460297
2021-01-28,2115.4599609375,2300.39990234375,2411.550048828125,2290.0,2367.89990234375,3867335
2021-01-29,2081.894775390625,2263.89990234375,2322.300048828125,2251.0,2315.10009765625,4472694
2021-02-01,2067.824951171875,2248.60009765625,2285.0,2226.199951171875,2276.64990234375,2717591
2021-02-02,2051.134033203125,2230.449951171875,2275.0,2205.0,2271.050048828125,4215607
2021-02-03,2053.340576171875,2232.85009765625,2257.0,2217.60009765625,2231.5,2353429
2021-02-04,2065.06640625,2245.60009765625,2259.0,2226.199951171875,2239.0,2908003
2021-02-05,2087.09033203125,2269.550048828125,2285.0,2241.0,2245.60009765625,4036942
2021-02-08,2056.835205078125,2236.64990234375,2288.699951171875,2230.300048828125,2288.0,2780672
2021-02-09,2038.0758056640625,2216.25,2254.699951171875,2210.5,2247.0,3131481
2021-02-10,2055.7783203125,2235.5,2241.0,2212.75,2220.0,2055520
2021-02-11,2081.067138671875,2263.0,2268.0,2234.050048828125,2242.0,1824480
2021-02-12,2061.341552734375,2241.550048828125,2272.25,2232.0,2268.0,1222094
2021-02-15,2037.109619140625,2215.199951171875,2261.75,2213.0,2251.0,2449407
2021-02-16,2019.545654296875,2196.10009765625,2229.050048828125,2190.050048828125,2227.0,2396356
2021-02-17,1989.9342041015625,2163.89990234375,2201.550048828125,2160.0,2196.0,2447956
2021-02-18,1974.2548828125,2146.85009765625,2168.550048828125,2143.199951171875,2164.0,3205806
2021-02-19,2005.7513427734375,2181.10009765625,2194.0,2150.0,2152.89990234375,3364030
2021-02-22,1993.3367919921875,2167.60009765625,2205.0,2161.60009765625,2205.0,2678023
2021-02-23,2004.050048828125,2179.25,2192.35009765625,2170.199951171875,2185.0,2062144
2021-02-24,2003.6820068359375,2178.85009765625,2188.5,2155.550048828125,2188.5,924143
2021-02-25,1989.38232421875,2163.300048828125,2185.0,2160.0,2177.0,2099460
2021-02-26,1960.64453125,2132.050048828125,2182.39990234375,2120.0,2158.0,3413194
2021-03-01,1971.082275390625,2143.39990234375,2154.0,2128.0,2135.199951171875,1229276
2021-03-02,2002.8544921875,2177.949951171875,2183.89990234375,2140.550048828125,2162.0,2095135
2021-03-03,2017.154541015625,2193.5,2205.0,2173.5,2205.0,2031893
2021-03-04,2020.281494140625,2196.89990234375,2203.5,2174.0,2185.0,2290915
2021-03-05,2024.1435546875,2201.10009765625,2209.949951171875,2175.25,2184.60009765625,2129837
2021-03-08,1999.727783203125,2174.550048828125,2216.10009765625,2169.0,2210.0,1440724
2021-03-09,2021.752685546875,2198.5,2205.0,2162.050048828125,2176.0,1711842
2021-03-10,2048.7431640625,2227.85009765625,2236.89990234375,2193.199951171875,2210.5,2696085
2021-03-12,2027.5,2204.75,2239.89990234375,2200.0,2236.0,2038930
2021-03-15,2033.110107421875,2210.85009765625,2217.449951171875,2183.300048828125,2206.10009765625,1632022
2021-03-16,2063.640625,2244.050048828125,2247.5,2214.300048828125,2221.35009765625,2633605
2021-03-17,2047.3175048828125,2226.300048828125,2262.0,2219.25,2254.0,3703365
2021-03-18,2037.109619140625,2215.199951171875,2249.89990234375,2205.0,2238.0,2597091
2021-03-19,2126.174072265625,2312.050048828125,2325.25,2191.5,2204.10009765625,5382214
2021-03-22,2164.01513671875,2353.199951171875,2356.5,2302.0,2310.10009765625,2471516
2021-03-23,2149.393798828125,2337.300048828125,2372.949951171875,2333.39990234375,2363.0,1970612
