Date,Adj Close,Close,High,Low,Open,Volume
2021-01-01,2569.26806640625,2928.25,2940.0,2879.0,2880.0,2681440
2021-01-04,2666.83544921875,3039.449951171875,3050.75,2940.949951171875,2950.0,5113293
2021-01-05,2713.821533203125,3093.0,3114.25,3039.60009765625,3039.60009765625,5801309
2021-01-06,2677.407958984375,3051.5,3113.5,3037.199951171875,3100.0,3726716
2021-01-07,2661.00048828125,3032.800048828125,3080.85009765625,3000.25,3075.0,3717827
2021-01-08,2738.30029296875,3120.89990234375,3128.0,3060.0,3090.0,5879039
2021-01-11,2787.040283203125,3176.449951171875,3230.0,3146.550048828125,3230.0,9508039
2021-01-12,2785.636474609375,3174.85009765625,3210.0,3150.0,3176.449951171875,3611458
2021-01-13,2771.685546875,3158.949951171875,3177.0,3126.25,3175.0,3572801
2021-01-14,2857.61572265625,3250.699951171875,3266.5,3120.39990234375,3155.0,6931542
2021-01-15,2842.36376953125,3233.35009765625,3274.0,3210.0,3235.0,4131692
2021-01-18,2832.166015625,3221.75,3256.75,3187.39990234375,3250.0,4160906
2021-01-19,2866.40625,3260.699951171875,3279.0,3232.0,3233.0,2975735
2021-01-20,2908.68994140625,3308.800048828125,3327.949951171875,3267.10009765625,3270.0,3453446
2021-01-21,2877.966064453125,3273.85009765625,3309.14990234375,3262.10009765625,3305.0,2778546
2021-01-22,2903.6796875,3303.10009765625,3325.0,3241.89990234375,3241.89990234375,3052459
2021-01-25,2893.3056640625,3291.300048828125,3339.800048828125,3278.64990234375,3308.949951171875,2272887
2021-01-27,2866.714111328125,3261.050048828125,3306.449951171875,3227.0,3300.0,2786662
2021-01-28,2810.012939453125,3196.550048828125,3275.0,3183.800048828125,3230.0,3083938
2021-01-29,2735.116455078125,3111.35009765625,3216.85009765625,3100.0,3210.050048828125,5445659
2021-02-01,2759.73046875,3139.35009765625,3165.0,3044.10009765625,3100.0,3985846
2021-02-02,2816.07861328125,3203.449951171875,3224.0,3150.0,3174.0,2881837
2021-02-03,2813.090087890625,3200.050048828125,3236.0,3162.64990234375,3213.0,2505866
2021-02-04,2802.892822265625,3188.449951171875,3237.85009765625,3176.0,3216.050048828125,2057261
2021-02-05,2776.081298828125,3157.949951171875,3205.85009765625,3129.0,3198.949951171875,2366135
2021-02-08,2825.441650390625,3214.10009765625,3226.0,3155.14990234375,3189.5,2526592
2021-02-09,2792.739501953125,3176.89990234375,3245.800048828125,3164.0,3195.0,2658751
2021-02-10,2824.737548828125,3213.300048828125,3219.39990234375,3157.300048828125,3185.0,2127983
2021-02-11,2818.32080078125,3206.0,3219.300048828125,3185.050048828125,3215.0,1165882
2021-02-12,2804.958740234375,3190.800048828125,3245.5,3182.0,3184.199951171875,2777404
2021-02-15,2760.169921875,3139.85009765625,3209.0,3131.550048828125,3209.0,2630853
2021-02-16,2732.87451171875,3108.800048828125,3167.64990234375,3100.0,3150.0,3435770
2021-02-17,2701.49169921875,3073.10009765625,3132.85009765625,3045.550048828125,3105.10009765625,3678426
2021-02-18,2687.646484375,3057.35009765625,3097.89990234375,3031.0,3065.0,4189909
2021-02-19,2700.39306640625,3071.85009765625,3087.14990234375,3016.14990234375,3058.0,3725028
2021-02-22,2600.705322265625,2958.449951171875,3096.0,2943.14990234375,3096.0,5366696
2021-02-23,2619.825439453125,2980.199951171875,3028.0,2968.0,2970.0,3832829
2021-02-24,2591.606689453125,2948.10009765625,3003.35009765625,2921.14990234375,2972.0,3774549
2021-02-25,2633.099609375,2995.300048828125,3029.89990234375,2968.449951171875,2974.0,4224073
2021-02-26,2544.312744140625,2894.300048828125,2972.35009765625,2880.0,2960.0,5553153
2021-03-01,2570.5966796875,2924.199951171875,2965.0,2901.800048828125,2926.0,3265871
2021-03-02,2642.81298828125,3006.35009765625,3025.0,2948.0,2960.0,3306469
2021-03-03,2689.184326171875,3059.10009765625,3064.0,2996.89990234375,3035.0,3509857
2021-03-04,2680.921630859375,3049.699951171875,3081.449951171875,3016.050048828125,3023.0,3916760
2021-03-05,2644.307373046875,3008.050048828125,3063.199951171875,2996.60009765625,3016.10009765625,3203686
